B1200	Кнопка климат-контроля отказ цепи
B1743	Зеркало пассажира Vertical выключатель КЗ цепи на питание
B1744	Зеркало пассажира Vertical выключатель КЗ цепи на массу
B1745	Зеркало пассажира Horizontal выключатель отказ цепи
B1746	Зеркало пассажира Horizontal выключатель обрыв цепи
B1747	Зеркало пассажира Horizontal выключатель КЗ цепи на питание
B1748	Зеркало пассажира Horizontal выключатель КЗ цепи на массу
B1749	Выключатель P/N отказ цепи
B1750	Выключатель P/N обрыв цепи
B1751	Выключатель P/N КЗ цепи на питание
B1752	Выключатель P/N КЗ цепи на массу
B1753	Hazard Flash выход отказ цепи
B1754	Hazard Flash выход обрыв цепи
B1755	Hazard Flash выход цепь КЗ АКБ
B1756	Hazard Flash выход КЗ цепи на массу
B1757	Сиденье водителя задний вниз отказ цепи
B1758	Сиденье водителя задний вниз обрыв цепи
B1759	Сиденье водителя задний вниз КЗ цепи на питание
B1760	Сиденье водителя задний вниз КЗ цепи на массу
B1761	Сиденье водителя передний вниз отказ цепи
B1762	Сиденье водителя передний вниз обрыв цепи
B1763	Сиденье водителя передний вниз КЗ цепи на питание
B1764	Сиденье водителя передний вниз КЗ цепи на массу
B1765	Сиденье водителя Forward отказ цепи
B1766	Сиденье водителя Forward обрыв цепи
B1767	Сиденье водителя Forward КЗ цепи на питание
